CoilID,xgb,xgb_d2,lgbm,extra_trees,random_forest,model_avg,model_rank,nearest_train_positive,nearest_positive_distance,continuity_guard,guard_reason,context_score,hybrid_score,Y
21,0.01964209,0.09552652,0.006975580265854941,0.039,0.06,0.04422883742565615,75.0,69,48,0,,6.77287364908539e-05,0.0442329011498456,0
176,0.01976791,0.03968531,0.0044520232192587035,0.122,0.034,0.04398104847891949,76.0,126,50,0,,4.5399929762484854e-05,0.04398377247470524,0
1024,0.027496977,0.06675169,0.009543252616753681,0.05,0.055,0.04175838362269213,77.0,1015,9,0,,0.16529888822158653,0.05167631691598732,0
161,0.021042278,0.07147912,0.006577031539490075,0.072,0.037,0.04161968578728244,78.0,126,35,0,,0.0009118819655545162,0.04167439870521571,0
156,0.027302677,0.07704751,0.012988089784149793,0.054,0.035,0.041267655706239637,79.0,126,30,0,,0.0024787521766663585,0.04141638083683962,0
841,0.038758103,0.1034143,0.003462475269057102,0.017,0.042,0.04092697503547226,80.0,837,4,0,,0.44932896411722156,0.06788671288250556,0
582,0.010299309,0.022751637,0.003640309126317372,0.107,0.052,0.039138251017260525,81.0,581,1,0,,0.8187307530779818,0.08826209620193944,0
781,0.016890818,0.062482286,0.0048480884779945384,0.069,0.04,0.03864423859515698,82.0,778,3,0,,0.5488116360940265,0.07157293676079857,0
35,0.03123047,0.081426315,0.008142672569394532,0.027,0.036,0.03675989154891977,83.0,69,34,0,,0.0011137751478448032,0.036826718057790454,0
215,0.016170265,0.03977171,0.006991394367765209,0.068,0.051,0.036386673822393176,84.0,258,43,0,,0.0001841057936675792,0.03639772017001323,0
1087,0.023222232,0.06393084,0.009861569950249402,0.038,0.045,0.03600292829757266,85.0,1083,4,0,,0.44932896411722156,0.06296266614460595,0
962,0.02086078,0.09739566,0.011438046878855366,0.02,0.025,0.03493889708047726,86.0,957,5,0,,0.36787944117144233,0.0570116635507638,0
144,0.017215908,0.050565023,0.005664361735055435,0.044,0.056,0.034689058456792356,87.0,126,18,0,,0.02732372244729256,0.03632848180362991,0
802,0.0022128294,0.015419434,0.0004915303380665902,0.09,0.055,0.032624758716998055,88.0,796,6,0,,0.30119421191220214,0.05069641143173018,0
1216,0.024556978,0.059405662,0.0022204510267419815,0.025,0.049,0.03203661816409912,89.0,1182,34,0,,0.0011137751478448032,0.03210344467296981,0
65,0.010217013,0.009397418,0.003915699981980144,0.061,0.075,0.03190602621154638,90.0,69,4,0,,0.44932896411722156,0.05886576405857967,0
1492,0.011484339,0.06648965,0.003478835205956293,0.05,0.017,0.02969056518141906,91.0,1495,3,0,,0.5488116360940265,0.06261926334706065,0
404,0.0064233355,0.01617192,0.009449809922579117,0.062,0.041,0.02700901292538706,92.0,377,27,0,,0.004516580942612666,0.02728000778194382,0
1088,0.039986543,0.03645209,0.006372952123092919,0.029,0.018,0.025962316797098973,93.0,1083,5,0,,0.36787944117144233,0.04803508326738551,0
1027,0.006597924,0.041336346,0.0010717647481437063,0.036,0.044,0.025801207042405516,94.0,1015,12,0,,0.09071795328941251,0.031244284239770267,0
197,0.01736532,0.04564944,0.004842697337201218,0.028,0.033,0.02577149121759951,95.0,258,61,0,,5.030455607111448e-06,0.025771793044935935,0
1355,0.021517763,0.056785356,0.0038801689127259315,0.025,0.021,0.025636657616082286,96.0,1436,81,0,,9.213600834566135e-08,0.02563666314424279,0
836,0.026337067,0.056172807,0.005301436193175411,0.024,0.015,0.025362261925615324,97.0,837,1,0,,0.8187307530779818,0.07448610711029424,0
946,0.026076226,0.07702558,0.003633729916338813,0.009,0.006,0.024347106581235865,98.0,957,11,0,,0.11080315836233387,0.030995296082975896,0
264,0.025070714,0.043154374,0.004872811214154892,0.027,0.02,0.024019579762424217,99.0,258,6,0,,0.30119421191220214,0.04209123247715635,0
1520,0.014463111,0.044899322,0.003094596816089587,0.02,0.036,0.023691405947106448,100.0,1499,21,0,,0.014995576820477703,0.02459114055633511,0
961,0.017118966,0.06229095,0.01177487726920319,0.01,0.016,0.023436959017144585,101.0,957,4,0,,0.44932896411722156,0.05039669686417787,0
422,0.021081047,0.031141514,0.013564491662880727,0.021,0.03,0.02335741055081307,102.0,453,31,0,,0.002029430636295734,0.023479176388990816,0
397,0.011923036,0.019381521,0.005778769714397419,0.048,0.03,0.023016665318163678,103.0,377,20,0,,0.01831563888873418,0.024115603651487728,0
344,0.007183044,0.023812762,0.0010543199347154636,0.046,0.036,0.022810025136504496,104.0,357,13,0,,0.07427357821433388,0.02726643982936453,0
507,0.0069931876,0.026846025,0.0029668845694997455,0.039,0.034,0.021961219460005333,105.0,518,11,0,,0.11080315836233387,0.028609408961745367,0
1498,0.018599516,0.028593805,0.008791684522834001,0.023,0.025,0.020797000998180427,106.0,1499,1,0,,0.8187307530779818,0.06992084618285933,0
1028,0.007851602,0.05099868,0.0008145032805732081,0.021,0.023,0.020732957030485694,107.0,1015,13,0,,0.07427357821433388,0.025189371723345726,0
1085,0.0062131668,0.039074816,0.00411118706915111,0.017,0.036,0.020479833925969065,108.0,1083,2,0,,0.6703200460356393,0.060699036688107416,0
1526,0.021293506,0.05751054,0.0019493269481293712,0.008,0.013,0.0203506745727466,109.0,1499,27,0,,0.004516580942612666,0.02062166942930336,0
1295,0.0102357,0.018497562,0.0047613163564269,0.015,0.053,0.020298915643466798,110.0,1182,113,0,,1.5308925478794762e-10,0.020298915652652152,0
735,0.018240752,0.03357574,0.0028973789631299824,0.014,0.026,0.01894277407465324,111.0,722,13,0,,0.07427357821433388,0.023399188767513273,0
732,0.028853046,0.051382836,0.003958940111885446,0.005,0.001,0.018038964368559913,112.0,722,10,0,,0.1353352832366127,0.026159081362756673,0
459,0.00723661,0.014063171,0.0028777807975344876,0.02,0.045,0.01783551241506205,113.0,453,6,0,,0.30119421191220214,0.03590716512979418,0
693,0.014591584,0.015795862,0.0024963252323512227,0.02,0.036,0.01777675430332907,114.0,688,5,0,,0.36787944117144233,0.03984952077361561,0
586,0.010603519,0.019817986,0.005856098767333577,0.025,0.025,0.017255520703636278,115.0,588,2,0,,0.6703200460356393,0.05747472346577463,0
1304,0.011860345,0.039284017,0.0018201948406838487,0.012,0.017,0.016392911267331105,116.0,1182,122,0,,2.5305483615119005e-11,0.016392911268849435,0
919,0.0042741643,0.018905196,0.0037118962389950725,0.026,0.027,0.015978251380875205,117.0,913,6,0,,0.30119421191220214,0.03404990409560733,0
941,0.003063376,0.022470556,0.0008746080256076169,0.023,0.03,0.015881708057355316,118.0,957,16,0,,0.04076220397836621,0.01832744029605729,0
481,0.008758949,0.03764887,0.0016943347544836078,0.012,0.019,0.01582043108227585,119.0,473,8,0,,0.20189651799465538,0.027934222161955173,0
917,0.0022891632,0.019937465,0.0006409165246427329,0.034,0.022,0.015773508934714204,120.0,913,4,0,,0.44932896411722156,0.042733246781747496,0
867,0.00392323,0.013197331,0.004737779923546896,0.036,0.021,0.015771668110940572,121.0,837,30,0,,0.0024787521766663585,0.015920393241540553,0
421,0.005807918,0.012568049,0.0018850585458115698,0.023,0.034,0.015452205141880832,122.0,453,32,0,,0.001661557273173934,0.015551898578271267,0
485,0.011149101,0.04590175,0.005074705250127295,0.011,0.004,0.015425111098500723,123.0,473,12,0,,0.09071795328941251,0.020868188295865474,0
1374,0.01193725,0.034290228,0.0009378914888109969,0.013,0.008,0.013633073982207103,125.0,1436,62,0,,4.118588707535708e-06,0.013633321097529554,0
853,0.0033280868,0.021425495,0.0003306150937291341,0.015,0.024,0.01281683936524813,126.0,837,16,0,,0.04076220397836621,0.015262571603950103,0
240,0.014245823,0.025479406,0.0019306972529228414,0.006,0.016,0.012731185279403845,127.0,258,18,0,,0.02732372244729256,0.014370608626241399,0
477,0.012272559,0.026903471,0.003458191363000725,0.005,0.015,0.0125268442894983,128.0,473,4,0,,0.44932896411722156,0.03948658213653159,0
877,0.002918456,0.010316223,0.000997931859455192,0.026,0.022,0.012446522149629729,129.0,913,36,0,,0.0007465858083766792,0.01249131729813233,0
923,0.0015768214,0.018230472,0.00021171111785610704,0.015,0.026,0.012203800862812975,130.0,913,10,0,,0.1353352832366127,0.020323917857009738,0
207,0.0026630536,0.012803863,0.0004161286714403094,0.014,0.028,0.0115766090092605,131.0,258,51,0,,3.7170318684126734e-05,0.011578839228381549,0
537,0.009622563,0.023716405,0.0010733831285216217,0.011,0.012,0.011482470167851005,132.0,541,4,0,,0.44932896411722156,0.038442208014884294,0
1274,0.004540479,0.012440482,0.0017315539215207161,0.015,0.023,0.011342502977335455,133.0,1182,92,0,,1.0208960723597638e-08,0.011342503589873099,0
171,0.0060092327,0.012207851,0.0028641037565960933,0.014,0.021,0.011216237457791855,134.0,126,45,0,,0.00012340980408667956,0.011223642046037057,0
1161,0.0074771764,0.031845517,0.0023948061005527863,0.008,0.005,0.010943499986554287,135.0,1153,8,0,,0.20189651799465538,0.02305729106623361,0
1264,0.0044638957,0.026568556,0.0006222123295809034,0.01,0.012,0.010730932844743038,136.0,1182,82,0,,7.543458349844258e-08,0.010730937370818048,0
1263,0.009859706,0.022819605,0.0008391524688789385,0.004,0.016,0.010703692693737926,137.0,1182,81,0,,9.213600834566135e-08,0.010703698221898426,0
140,0.0051298677,0.013777348,0.00210978434750702,0.014,0.018,0.01060340005188041,138.0,126,14,0,,0.06081006262521797,0.014252003809393489,0
866,0.002547348,0.004942568,0.0008490458990099199,0.021,0.022,0.01026779236723904,139.0,837,29,0,,0.0030275547453758153,0.01044944565196159,0
670,0.015074505,0.025324544,0.0015253211451139465,0.003,0.006,0.010184873924505043,140.0,655,15,0,,0.049787068367863944,0.01317209802657688,0
331,0.0032654544,0.012919944,0.003808643855243213,0.016,0.014,0.009998808413761712,141.0,357,26,0,,0.0055165644207607716,0.010329802279007358,0
292,0.0052731186,0.015812863,0.0019014043798489925,0.008,0.017,0.009597477131892115,142.0,296,4,0,,0.44932896411722156,0.036557214978925404,0
897,0.0031693864,0.0065830075,0.0007648115396658616,0.018,0.019,0.009503441094535789,143.0,913,16,0,,0.04076220397836621,0.01194917333323776,0
934,0.003235862,0.0044493047,0.002766149594921305,0.016,0.021,0.009490263229144303,144.0,913,21,0,,0.014995576820477703,0.010389997838372965,0
1210,0.004668055,0.0146871675,0.0008429704079708414,0.017,0.01,0.009439638598157584,145.0,1182,28,0,,0.003697863716482932,0.00966151042114656,0
770,0.0021804776,0.009280443,0.0006437142130933157,0.02,0.015,0.009420927001778323,146.0,763,7,0,,0.2465969639416065,0.024216744838274712,0
494,0.0053596497,0.011763726,0.00209356962787601,0.014,0.013,0.009243389129435007,147.0,473,21,0,,0.014995576820477703,0.010143123738663669,0
1251,0.0062119663,0.018894628,0.0015927911647801154,0.009,0.01,0.009139877026252838,148.0,1182,69,0,,1.0156314710024903e-06,0.009139937964141098,0
361,0.008866631,0.02507586,0.0014941637282748022,0.006,0.004,0.009087331095142741,149.0,360,1,0,,0.8187307530779818,0.058211176279821655,0
736,0.0024086644,0.003788744,0.002122240931063616,0.013,0.024,0.009063929894247596,150.0,722,14,0,,0.06081006262521797,0.012712533651760675,0
1260,0.012035491,0.017482573,0.0009509881743584896,0.007,0.007,0.008893810457165934,151.0,1182,78,0,,1.6788275299956632e-07,0.008893820530131115,0
9,0.0017608602,0.0058881063,0.00206332996541675,0.015,0.019,0.008742459294680588,152.0,69,60,0,,6.14421235332821e-06,0.008742827947421788,0
1434,0.005749467,0.011530579,0.0008828089277185307,0.015,0.009,0.00843257096489742,153.0,1436,2,0,,0.6703200460356393,0.048651773727035774,0
1145,0.0013969198,0.012561428,0.0007653734748784812,0.009,0.017,0.008144744333803139,154.0,1153,8,0,,0.20189651799465538,0.02025853541348246,0
1157,0.008591527,0.014329277,0.002312722830512348,0.003,0.012,0.008046705385752166,155.0,1153,4,0,,0.44932896411722156,0.035006443232785456,0
1090,0.0056960415,0.016151024,0.0023777033143894265,0.008,0.008,0.008044953770511476,156.0,1083,7,0,,0.2465969639416065,0.022840771607007863,0
1602,0.0033104916,0.009510853,0.003027089762128744,0.008,0.016,0.007969686930738362,157.0,1499,103,0,,1.1311850917716326e-09,0.007969686998609468,0
862,0.0006536853,0.0013802823,0.0004774436620117913,0.014,0.023,0.007902282260638807,158.0,837,25,0,,0.006737946999085467,0.008306559080583935,0
926,0.0052868705,0.0074431323,0.00164915055556851,0.011,0.014,0.007875830684897816,159.0,913,13,0,,0.07427357821433388,0.012332245377757848,0
1095,0.0048616556,0.006251275,0.004223209027767007,0.01,0.014,0.007867227949315273,160.0,1083,12,0,,0.09071795328941251,0.013310305146680024,0
1043,0.00097508106,0.0020776747,0.0019127748383752803,0.016,0.018,0.0077931061242443285,161.0,1015,28,0,,0.003697863716482932,0.008014977947233305,0
257,0.004804419,0.012352856,0.001192148937933111,0.004,0.016,0.007669884740392857,162.0,258,1,0,,0.8187307530779818,0.05679372992507177,0
1117,0.0059185154,0.007664598,0.0015936478278016093,0.008,0.014,0.007435352253436546,163.0,1110,7,0,,0.2465969639416065,0.022231170089932934,0
539,0.00437638,0.007030129,0.0006926974292264058,0.012,0.012,0.007219841233852817,164.0,541,2,0,,0.6703200460356393,0.04743904399599117,0
289,0.0027576892,0.005680219,0.0010243549500667704,0.013,0.012,0.006892452594359988,165.0,296,7,0,,0.2465969639416065,0.021688270430856377,0
491,0.0024632707,0.012514973,0.00047036004953382904,0.008,0.011,0.006889720757216808,166.0,473,18,0,,0.02732372244729256,0.008529144104054361,0
1318,0.0066031986,0.016271636,0.001427419447538553,0.009,0.001,0.006860450785833061,167.0,1436,118,0,,5.631838950074272e-11,0.006860450789212164,0
571,0.0051620835,0.020140128,0.0009977768075911718,0.003,0.004,0.00665999771232304,168.0,575,4,0,,0.44932896411722156,0.03361973555935633,0
685,0.0036672298,0.0063235536,0.0005023146361366612,0.015,0.007,0.006498619608884169,169.0,686,1,0,,0.8187307530779818,0.05562246479356308,0
1506,0.008604319,0.013165258,0.0015518640870156514,0.005,0.004,0.006464288158601575,170.0,1499,7,0,,0.2465969639416065,0.021260105995097964,0
1412,0.00026168162,0.00032781612,0.00020439881986140062,0.017,0.014,0.006358779311303316,171.0,1436,24,0,,0.00822974704902003,0.006852564134244518,0
27,0.0050841863,0.011702536,0.0018172188093887084,0.007,0.006,0.0063207881620154045,172.0,69,42,0,,0.0002248673241788482,0.006334280201466136,0
954,0.0036419183,0.006502264,0.0012514786070253327,0.016,0.004,0.006279132217579403,173.0,957,3,0,,0.5488116360940265,0.039207830383220996,0
229,0.0014219128,0.0017855477,0.0008385205851502663,0.008,0.019,0.0062091962193252135,174.0,258,29,0,,0.0030275547453758153,0.006390849504047762,0
1444,0.0046311887,0.011432126,0.0011648122041399733,0.01,0.003,0.006045625413337855,175.0,1436,8,0,,0.20189651799465538,0.018159416493017177,0
1040,0.0017827835,0.0022998925,0.0014304998860411985,0.012,0.012,0.005902635181857211,176.0,1015,25,0,,0.006737946999085467,0.006306912001802339,0
1215,0.0033094075,0.0077488795,0.00044255971351284064,0.013,0.005,0.00590016934201423,177.0,1182,33,0,,0.0013603680375478939,0.005981791424267103,0
1540,0.0036270614,0.013103672,0.0012572404749185786,0.004,0.007,0.005797594831277747,178.0,1499,41,0,,0.00027465356997214254,0.005814074045476075,0
212,0.001737051,0.0022447524,0.0011555148666417422,0.008,0.015,0.005627463635535355,179.0,258,46,0,,0.00010103940183709342,0.005633525999645581,0
1448,0.0052570407,0.01074852,0.0019108790996974138,0.007,0.003,0.00558328787795316,180.0,1436,12,0,,0.09071795328941251,0.011026365075317911,0
1417,0.0022425703,0.0019214445,0.0007448516844608494,0.017,0.006,0.005581773302197916,181.0,1436,19,0,,0.0223707718561656,0.006924019613567852,0
1150,0.00089281966,0.003395555,0.0009131919656374871,0.009,0.013,0.005440313340601649,182.0,1153,3,0,,0.5488116360940265,0.038369011506243236,0
1234,0.0015355964,0.0021700077,0.00043431345189887084,0.005,0.018,0.005427983514038777,183.0,1182,52,0,,3.0432483008403625e-05,0.005429809463019281,0
416,0.0010144076,0.0010544991,0.0009821445821173158,0.016,0.007,0.00521021025106951,184.0,453,37,0,,0.0006112527611295723,0.005246885416737284,0
1132,0.0035333503,0.006494629,0.0007289360923965833,0.007,0.007,0.0049513831185976675,185.0,1153,21,0,,0.014995576820477703,0.00585111772782633,0
132,0.0009901527,0.0016120235,0.0011544127209470137,0.013,0.008,0.004951317775927195,186.0,126,6,0,,0.30119421191220214,0.023022970490659322,0
1478,0.0030191692,0.013392283,0.0011159115518861347,0.001,0.006,0.004905472681512105,187.0,1495,17,0,,0.03337326996032608,0.0069078688791316695,0
