CoilID,Y,selected_ensemble_oof_score,selected_ensemble_oof_pred
468,0,0.09210618595867572,0
1222,0,0.06083738632560485,0
1072,0,0.0672177445307423,0
1284,0,0.11142477538381851,1
126,1,0.4036491326769871,1
281,0,0.49717481369691124,1
1621,0,0.05097439392980924,0
300,0,0.5655769606431892,1
139,0,0.060632393765290026,0
1584,0,0.07144154432115518,0
577,0,0.07648984947948266,0
905,0,0.05764562075027369,0
1350,0,0.14575627087578125,1
1509,0,0.10208500572495566,1
1633,0,0.10568544383043628,1
998,0,0.2796094533887061,1
1373,0,0.06103970543528469,0
1128,0,0.078718052599818,0
911,0,0.08479061079332151,0
635,0,0.07845780972665183,0
828,0,0.40087952024163886,1
279,0,0.32314904687842455,1
89,0,0.4584583021314507,1
584,0,0.4561970988210415,1
914,0,0.5363222664390056,1
1261,0,0.1575855594634342,1
123,0,0.06825617226453126,0
1239,0,0.07575059764794946,0
842,0,0.3552346613186048,1
1596,0,0.053246806752855945,0
452,0,0.06460486564829747,0
1292,0,0.10097504391236638,1
43,0,0.23915419311778052,1
784,0,0.17040186914669495,1
1213,0,0.06734210886570392,0
66,0,0.054094341494482466,0
138,0,0.4657341683548542,1
837,1,0.5452151650296382,1
453,1,0.3523166685753174,1
157,0,0.14341162817602338,1
686,1,0.6730743320275884,1
793,1,0.4609645797215946,1
1446,0,0.07445313466754504,0
680,0,0.1628630367743658,1
97,0,0.09828215880957653,1
424,0,0.05014326489137636,0
1122,0,0.06506820351608371,0
326,0,0.07862820721749704,0
1389,0,0.05836130403944451,0
1406,0,0.1809694730291779,1
980,0,0.11987048308901042,1
473,1,0.12068510788222131,1
1500,0,0.09912859012037455,1
1175,0,0.41730661927637563,1
304,0,0.05220848976104006,0
254,0,0.06096788911174845,0
997,0,0.4604112842280743,1
1677,0,0.06934886605717988,0
180,0,0.08059148775750907,0
878,0,0.12863458646464745,1
8,0,0.40009390542767137,1
627,0,0.05837311150907167,0
916,0,0.1685640824001914,1
1042,0,0.06914838906452565,0
1456,0,0.05862882671949538,0
1077,0,0.14755718602885023,1
1517,0,0.06949251871990124,0
146,0,0.16203541374150954,1
1071,0,0.3201254669153784,1
578,0,0.06425633540340926,0
734,0,0.44798374267890945,1
852,0,0.2176948759704306,1
805,0,0.28269046077753557,1
681,0,0.26688116857162886,1
575,1,0.508548464099162,1
1219,0,0.16074708792823683,1
990,0,0.4210372914394591,1
183,0,0.21677571704572943,1
173,0,0.08752679614414442,0
722,1,0.24043407490570176,1
231,0,0.09107898807097842,0
480,0,0.09683094741210226,1
800,0,0.13567140539576025,1
255,0,0.22493902414176362,1
136,0,0.09147288261110918,0
1585,0,0.053702772973385916,0
1327,0,0.05328451203607889,0
293,0,0.06561659816142075,0
1383,0,0.06823180444874785,0
588,1,0.4904633050367175,1
754,0,0.06420576156846297,0
497,0,0.3419912624737212,1
1130,0,0.07012108779306768,0
1214,0,0.08325581804171038,0
1,0,0.08746935808414436,0
880,0,0.07513112889652339,0
901,0,0.19840914411642643,1
740,0,0.36521016293783254,1
932,0,0.3845295770666331,1
1454,0,0.06950912651424823,0
1496,0,0.09632060812699506,1
1497,0,0.07100164180015227,0
820,1,0.5475613901148345,1
1493,0,0.3397992588650062,1
1096,0,0.1194270309973839,1
1300,0,0.11181955755646356,1
1487,0,0.19971406914138212,1
454,0,0.05040872585407061,0
137,0,0.42141523735262076,1
592,0,0.33423331937623096,1
195,0,0.25854996114267564,1
1553,0,0.10194007824174268,1
443,0,0.0849835786642421,0
103,0,0.07693352148364324,0
1658,0,0.087496618896097,0
1635,0,0.17280918907677853,1
604,0,0.06037179714711905,0
1436,1,0.09575554397982039,1
1483,0,0.08490398938564687,0
1121,0,0.06747038417396574,0
510,0,0.19667293619305745,1
987,0,0.5288265155270095,1
1093,0,0.08193210508270106,0
726,0,0.0804642699864933,0
871,0,0.10492687765440754,1
1155,0,0.07931824423048554,0
1297,0,0.10840490161367168,1
1185,0,0.16104298677720175,1
550,1,0.4009926808879622,1
644,0,0.3424877468951993,1
1108,0,0.5166781135401566,1
1678,0,0.06902646626586674,0
83,0,0.2255665255754209,1
1524,0,0.07484416992993267,0
530,1,0.370627816991603,1
798,0,0.20131827797347593,1
450,0,0.06057128570944997,0
413,0,0.2776021055989859,1
719,0,0.11007349668185357,1
823,1,0.48847767442951734,1
1296,0,0.11473303436997918,1
206,0,0.37110591335194076,1
1645,0,0.06183537452689913,0
1308,0,0.06786387355935039,0
130,0,0.15179445912447553,1
521,0,0.2639792866475705,1
967,0,0.1550360433583922,1
365,0,0.14523745722341616,1
1127,0,0.06218593355630276,0
884,0,0.06874550348500813,0
1007,0,0.21287023182893053,1
1166,0,0.1388056923936973,1
193,0,0.12288712341854945,1
242,0,0.052312164882172836,0
493,0,0.08584807703361629,0
73,1,0.761117886072213,1
1030,0,0.25421302189901296,1
512,0,0.45308837376663647,1
290,0,0.15566916793688826,1
1116,0,0.48560561485134174,1
429,0,0.17870603825028494,1
547,0,0.5753205579103967,1
366,0,0.08355411743663081,0
332,0,0.07728498182373043,0
1064,0,0.2470754752046249,1
785,0,0.4996385254884959,1
311,0,0.053855494251078904,0
665,0,0.162653846638774,1
1000,0,0.10471931569882204,1
637,0,0.09911065056124431,1
456,0,0.05271215037027507,0
1196,0,0.0581306439156837,0
1422,0,0.062069033670548675,0
1094,0,0.08513170308445052,0
1525,0,0.09343299669306908,0
1256,0,0.14864273253939306,1
976,0,0.10770944993934421,1
434,0,0.05224875089791156,0
430,0,0.1834259972941945,1
1431,0,0.15708961430963386,1
640,0,0.18960305556517587,1
1002,0,0.0961792352197741,1
623,0,0.4636657547481802,1
1120,0,0.06218902235727463,0
1067,0,0.2557022860057565,1
1259,0,0.08302892375917546,0
1229,0,0.06490019917882132,0
1140,0,0.08320273540995952,0
1512,0,0.06596884442657659,0
1188,0,0.14794809248209756,1
573,0,0.605225676106888,1
503,0,0.04807608338360086,0
490,0,0.3633997591431107,1
563,0,0.06157648111857314,0
688,1,0.5799323448522761,1
1102,0,0.13240035380238724,1
178,0,0.24332461490851912,1
1003,0,0.16290249466047305,1
492,0,0.06421840476930374,0
1636,0,0.05941944076795903,0
1457,0,0.05544723518644044,0
742,0,0.20218215386465496,1
1013,0,0.13316809532529553,1
62,0,0.24546621503059654,1
295,0,0.36477284515231334,1
1331,0,0.07267138007389282,0
849,0,0.05930746409883935,0
1686,0,0.08424780054766229,0
540,0,0.12157975193524732,1
527,0,0.1392405073525674,1
363,0,0.08151317656499649,0
1359,0,0.05643841298153484,0
1034,0,0.2089493073683366,1
645,0,0.09631278046022586,1
720,0,0.36843695496445433,1
184,0,0.20588884030805757,1
36,0,0.04739154200595692,0
463,0,0.10112972110718248,1
671,0,0.10947959856564249,1
1301,0,0.10332888388254752,1
321,0,0.05504626871291043,0
864,0,0.22320916002131697,1
1683,0,0.0734808909742612,0
42,0,0.15321375665639175,1
898,0,0.19828906350584585,1
1642,0,0.07983619675236832,0
1008,0,0.1232447618293225,1
851,0,0.48014787099232487,1
374,0,0.20574680980917948,1
1648,0,0.05160173211125046,0
440,0,0.055072316869925385,0
1069,0,0.13360509720542957,1
1060,0,0.22098284056132167,1
581,1,0.7470204521730793,1
1432,0,0.13048974608365752,1
483,0,0.09668840926254231,1
1461,0,0.057513571773307265,0
716,0,0.1756540230915815,1
1131,0,0.07212743341163065,0
272,0,0.0666334933584722,0
1503,0,0.06845711605261802,0
955,0,0.104454687961692,1
817,0,0.5904183298032167,1
327,0,0.1032139229747089,1
1165,0,0.10965946626495866,1
1649,0,0.08075963742141716,0
807,0,0.2405137440689055,1
1221,0,0.06208643654674858,0
937,0,0.4084774697037051,1
728,0,0.10435913620014357,1
386,0,0.05473872640107299,0
570,0,0.06411312750488617,0
1523,0,0.07101270914012105,0
1192,0,0.14635167855928446,1
672,0,0.08815059045107403,0
1159,0,0.13462504352663351,1
336,0,0.17322603572618853,1
1010,0,0.0920493208115498,0
388,0,0.08667571424376187,0
960,0,0.23624111429131178,1
1507,0,0.08288679074808965,0
399,0,0.22941547289090977,1
1338,0,0.11619523814374706,1
1685,0,0.09340793778971267,0
442,0,0.07038907678702049,0
1322,0,0.059258992343011026,0
1310,0,0.07782250015114443,0
291,0,0.1544232611237739,1
1005,0,0.12595786584382393,1
32,0,0.17614081879125143,1
701,0,0.12297195561591501,1
1641,0,0.05694520100482816,0
1465,0,0.0547313306200696,0
1340,0,0.13863103160960552,1
1353,0,0.12440540267875717,1
227,0,0.044394495853309096,0
1480,0,0.11961265740728477,1
448,0,0.6436484348719629,1
1408,0,0.05337344207905955,0
337,0,0.10235529402269426,1
1669,0,0.05431894477650719,0
861,0,0.46967175630799524,1
1332,0,0.051154546042478675,0
390,0,0.09855555121304632,1
989,0,0.31252500464338706,1
357,1,0.5597918872875504,1
312,0,0.07410423778261403,0
23,0,0.2997179760322747,1
408,0,0.0808175884273045,0
1527,0,0.0637615123346823,0
930,0,0.24936025084955896,1
34,0,0.34849461462203585,1
1253,0,0.12724272415209376,1
1599,0,0.06118208374079039,0
918,0,0.49520393101599797,1
1293,0,0.10357913453946588,1
475,0,0.09684841047370159,1
135,0,0.177210780056787,1
1360,0,0.06956134637246959,0
568,0,0.46757131922018386,1
174,0,0.14055218586156593,1
439,0,0.07843392415278183,0
621,0,0.11992273553467758,1
963,0,0.09711101950993838,1
965,0,0.12224696380996718,1
461,0,0.2639628442379749,1
84,0,0.6181770651082372,1
268,0,0.04781133500439158,0
1341,0,0.06606456233969471,0
1058,0,0.2269026736809079,1
501,0,0.25011821688807695,1
1595,0,0.05640609403100064,0
1281,0,0.12093263805364247,1
870,0,0.06245224403250219,0
517,0,0.30304708017307486,1
1237,0,0.07799716274979192,0
1670,0,0.053284166581392296,0
223,0,0.06553551439108683,0
407,0,0.2874377453287143,1
1522,0,0.1256359385982764,1
1618,0,0.051191104898344185,0
661,0,0.10115298850264015,1
1106,0,0.12650502840001238,1
642,0,0.6089947057035494,1
373,1,0.6620727956878115,1
707,0,0.5009175631577435,1
1250,0,0.1143794757962339,1
1001,0,0.1216689193469444,1
248,0,0.18211621709413686,1
342,0,0.19323790888279932,1
1428,0,0.08390155670788928,0
543,0,0.07872013533078538,0
1084,0,0.09703110951448407,1
1549,0,0.08228125001124949,0
7,0,0.07477868397767844,0
1306,0,0.07005905385526764,0
285,0,0.37858669213371093,1
13,0,0.2369363836232522,1
509,0,0.04617392986207606,0
821,0,0.6843613581793159,1
1659,0,0.07309319066500825,0
1285,0,0.10452929896607473,1
16,0,0.2245372529436591,1
141,0,0.21390786375590976,1
1378,0,0.07579326833694609,0
723,0,0.05332133248301296,0
333,0,0.15824636498392586,1
727,0,0.08852570757104516,0
724,0,0.08143077838600395,0
147,0,0.1751406241764235,1
1361,0,0.06552972531914664,0
72,1,0.3804977568419738,1
559,0,0.15614833845198356,1
833,0,0.10161988852236493,1
1038,0,0.08590893936490666,0
486,0,0.05899531305999483,0
1653,0,0.06659198091935438,0
1508,0,0.12554615588864398,1
286,0,0.5401950670634522,1
1415,0,0.3901876847728501,1
1316,0,0.052820150097202596,0
267,0,0.08576494341777009,0
5,0,0.06366803429623323,0
250,0,0.052858661223046756,0
1225,0,0.06713487019466029,0
874,0,0.19509488196213895,1
1115,0,0.2785986929854802,1
1667,0,0.05785602216816219,0
1612,0,0.34730531138873966,1
1606,0,0.08311817656388236,0
908,0,0.08499993386002337,0
340,0,0.09732602986761563,1
508,0,0.09115293943730712,0
749,0,0.09415331823864576,0
61,0,0.17753124205474505,1
79,1,0.5064726222129897,1
936,0,0.20690928185398585,1
1119,0,0.07618856761202558,0
1590,0,0.05543081110695717,0
1639,0,0.06662998624738571,0
53,0,0.2459757657325504,1
616,0,0.08463669034847897,0
526,0,0.09267286406288792,0
80,0,0.1754211534536317,1
1134,0,0.07778767978051293,0
558,0,0.365649857317268,1
885,0,0.2375588415658533,1
1201,0,0.1034465002714983,1
47,0,0.04658790225441962,0
181,0,0.06816819673381153,0
546,0,0.05863187354564694,0
1059,0,0.216598253880298,1
1387,0,0.046286060382998685,0
1280,0,0.1176344866136469,1
238,0,0.1792799209549032,1
630,0,0.06551585632539782,0
1352,0,0.17695256244113486,1
1135,0,0.09899441709307767,1
338,0,0.08346343858252579,0
700,0,0.12321037170156236,1
1674,0,0.08117591553396836,0
280,0,0.6211595976769665,1
656,0,0.5177503292002582,1
169,0,0.06652123517195532,0
1312,0,0.06722907000854371,0
1075,0,0.58479158196992,1
766,0,0.40909003627566304,1
427,0,0.04739169368005584,0
191,0,0.05784954458541764,0
128,0,0.19269726097245565,1
1317,0,0.052906058581138254,0
1545,0,0.06361283718568318,0
1309,0,0.08037259298604647,0
846,0,0.15428688390355808,1
1430,0,0.08523125409757032,0
1153,1,0.19695413428300723,1
535,0,0.0641549791221525,0
93,0,0.6397445408823033,1
243,0,0.13786220238037808,1
633,0,0.1606270256958043,1
545,0,0.06424349424086571,0
978,0,0.14227653616076605,1
298,0,0.1301720729294439,1
1224,0,0.06788861033842157,0
646,0,0.13795915589998528,1
46,0,0.06471915642492265,0
1044,0,0.0602473716261925,0
1033,0,0.2834977652247759,1
370,0,0.2918936241857069,1
315,0,0.6373399583259258,1
717,0,0.06793036289498677,0
715,0,0.11118968092852455,1
1615,0,0.09318419624777789,0
201,0,0.05872667254634634,0
133,0,0.15970813917001034,1
915,0,0.11655551223255516,1
541,1,0.48907848119487074,1
1541,0,0.05365223185046956,0
687,1,0.7735536936016917,1
752,0,0.06567987325599182,0
1079,0,0.5548385730400002,1
620,0,0.34915359978023536,1
760,0,0.2763290272906583,1
150,0,0.21286241806488884,1
1194,0,0.06651207717877136,0
574,0,0.31450832571709747,1
1372,0,0.08398368537813657,0
609,0,0.08303096243855303,0
1220,0,0.09268420470012982,0
706,0,0.053712104688931256,0
1501,0,0.07186670611340366,0
394,0,0.29369608348313947,1
1311,0,0.054126880037902364,0
213,0,0.25793661738305235,1
1404,0,0.05688860527277658,0
1420,0,0.05853986949344095,0
266,0,0.11631845194351542,1
122,0,0.07534484557932972,0
1323,0,0.055994220518349326,0
319,0,0.157625272325369,1
1646,0,0.06631053803166281,0
718,0,0.05238289252778291,0
777,0,0.5772489465415162,1
971,0,0.3429472479395561,1
328,0,0.22078680864406586,1
256,0,0.091715608571803,0
714,0,0.057716518538366436,0
1057,0,0.34841348614573536,1
1538,0,0.06664679090827,0
25,0,0.26660567278559916,1
1671,0,0.05429882168474024,0
1664,0,0.07866766253955407,0
259,0,0.1793073413089604,1
1197,0,0.07367345016152733,0
1575,0,0.06562823051078129,0
316,0,0.23817576417915953,1
1078,0,0.07371697418660757,0
548,0,0.44530463777381746,1
1640,0,0.06799520692527967,0
1364,0,0.08954259564044063,0
105,0,0.05355931911031589,0
476,0,0.07199479053527026,0
1614,0,0.09948239361908422,1
1620,0,0.07640307974667554,0
435,0,0.0682099981906188,0
815,0,0.5025244674965864,1
1313,0,0.0776295246097618,0
1171,0,0.4444114903460478,1
1382,0,0.08292000969343451,0
928,0,0.22355936836798554,1
186,0,0.2556275309161817,1
412,0,0.07741254888742442,0
1158,0,0.13097800162682413,1
925,0,0.07168816887554104,0
698,0,0.10570116150134977,1
1601,0,0.11129504512209731,1
263,0,0.09067335970409868,0
1474,0,0.06261480181730572,0
347,0,0.4369299399332416,1
168,0,0.2871334605536683,1
753,0,0.054975952702392424,0
1114,0,0.5525819415460628,1
626,0,0.07843568986142872,0
26,0,0.2503007684834613,1
910,0,0.2318281247328168,1
1495,1,0.1098534290308043,1
1363,0,0.053609680748913036,0
502,0,0.08806651562113482,0
1691,0,0.055735402199597224,0
381,0,0.07018577977683371,0
1181,1,0.6349695307404667,1
567,0,0.054421480697923734,0
382,0,0.32115160012163413,1
1366,0,0.09546985294402492,0
628,0,0.15289346877696466,1
1273,0,0.10692537577860974,1
782,0,0.44373841785879725,1
278,0,0.5700156212571665,1
1167,0,0.18086231125109417,1
1395,0,0.05302037373686868,0
1394,0,0.0508182846797755,0
1110,1,0.33941734721407507,1
446,0,0.14911879145245907,1
350,0,0.3400906157099823,1
1020,0,0.1096082239264899,1
758,1,0.6923952207080489,1
904,0,0.22108327680287906,1
651,0,0.6508065771106081,1
585,0,0.12386702609511384,1
308,0,0.06802721977156229,0
518,1,0.24907965351416814,1
115,0,0.051536254304129864,0
1610,0,0.06921527346377608,0
1282,0,0.08264900837099047,0
449,0,0.05823513842986721,0
1668,0,0.06536857323509246,0
1136,0,0.5746861896259209,1
868,0,0.052313973423637694,0
349,0,0.11922111580879367,1
417,0,0.05677084710463796,0
676,0,0.23675082322169305,1
384,0,0.0955846115709088,0
145,0,0.20521942607706886,1
464,0,0.31255492920148265,1
400,0,0.4093835284641372,1
1580,0,0.07601701636681908,0
1447,0,0.09570311508030738,0
1065,0,0.25075730564642656,1
305,0,0.06788669515331454,0
608,0,0.08374579472606071,0
1056,0,0.05916762499636371,0
1265,0,0.1217369209748219,1
467,0,0.31272604077484206,1
658,0,0.08507135269183008,0
63,0,0.10959254252694793,1
533,0,0.16788823651642734,1
1539,0,0.11487109487361448,1
1443,0,0.06886697279204214,0
1290,0,0.11668580560838894,1
1427,0,0.1004739312161373,1
50,0,0.06329849943583109,0
1504,0,0.061906068785578826,0
224,0,0.05408011240804698,0
865,0,0.21836895153283806,1
924,0,0.3870093601004682,1
920,0,0.1970562369537389,1
618,0,0.11350168092043617,1
1438,0,0.33320307619285533,1
845,0,0.5043702580215973,1
876,0,0.07497493924790037,0
1105,0,0.3858794434879224,1
142,0,0.22329894624190585,1
763,1,0.6212917746807683,1
964,0,0.15643805055304297,1
1623,0,0.08678623982076832,0
562,0,0.05817071966411072,0
1046,0,0.5490297132311648,1
249,0,0.3217739373804929,1
1012,0,0.11788185188942675,1
489,0,0.26295087107923504,1
981,0,0.19597449471958187,1
447,0,0.5217073470927945,1
1160,0,0.12883891205284617,1
318,0,0.07728575490745566,0
1176,0,0.27561627278586986,1
98,0,0.4756042212473161,1
1080,1,0.3120477147538944,1
1070,0,0.3333069458717264,1
444,0,0.06696667964973098,0
554,0,0.07228816061416099,0
566,0,0.06893753076140759,0
520,0,0.10532028860556125,1
323,0,0.0920521413038724,0
769,0,0.25431625398282903,1
1270,0,0.07169316388985966,0
992,0,0.27673792344373255,1
296,1,0.2765956182330622,1
234,0,0.06971312557115401,0
907,0,0.08275955137066308,0
1151,0,0.06192432159792338,0
696,0,0.06918005220802384,0
1247,0,0.2825266328085723,1
1624,0,0.07105792665906428,0
764,0,0.10621293527934973,1
1459,0,0.06179162544258169,0
1299,0,0.12701493082344,1
1212,0,0.08489698482673491,0
1103,0,0.14775066716356372,1
251,0,0.22380089320091176,1
371,0,0.1721579579520083,1
662,0,0.10957065289114255,1
576,1,0.48075878721656773,1
182,0,0.21469682336253046,1
1319,0,0.05900697708936117,0
668,0,0.09749261715896533,1
232,0,0.223602105032514,1
834,0,0.5765850080167193,1
39,0,0.07241964824656531,0
479,0,0.1563128636790709,1
678,0,0.21917570021178526,1
200,0,0.04739147997835629,0
77,0,0.10941528969489027,1
230,0,0.0563386162693566,0
775,0,0.20222970270736162,1
81,0,0.1236164270006717,1
843,0,0.2851790888895782,1
273,0,0.6291919669525224,1
1289,0,0.10316307976717116,1
1303,0,0.08454884847603938,0
40,0,0.06079878514948597,0
1486,0,0.056404359198439176,0
641,1,0.21319706727267573,1
1662,0,0.06768092265352582,0
1139,0,0.06595296861558186,0
738,0,0.13354833225018,1
557,0,0.08821757334950077,0
689,0,0.756192882582329,1
619,0,0.1086381806978398,1
1637,0,0.0852019099551069,0
786,0,0.236819513319548,1
70,0,0.361170416884433,1
262,0,0.5925524687139646,1
810,0,0.45025479291607845,1
1032,0,0.4340431939599303,1
355,0,0.1958237220883304,1
755,0,0.08017547880765914,0
529,0,0.09127030815716304,0
938,0,0.16793853567632974,1
1291,0,0.10316231274983283,1
401,0,0.04739098499881525,0
1472,0,0.08704210745070311,0
667,0,0.07704011981539723,0
605,0,0.06691519648395512,0
1488,0,0.19387926160881344,1
710,0,0.11146928978719257,1
276,0,0.16073912298737617,1
225,0,0.051431628549309834,0
780,0,0.5757484549380455,1
203,0,0.06061054428179998,0
1329,0,0.0523969105627766,0
378,0,0.09386531371115951,0
1343,0,0.08205961565604179,0
155,0,0.18013795813213418,1
1399,0,0.05141572835951446,0
1657,0,0.05540304840882187,0
882,0,0.26775858470726593,1
617,0,0.11232728842282962,1
969,0,0.12623887813409904,1
513,0,0.0752038665254907,0
999,0,0.33366864937959634,1
325,0,0.10044384133990648,1
1514,0,0.1009548519337611,1
1168,0,0.16646578161261305,1
433,0,0.053997175062599635,0
1255,0,0.11698614955146307,1
1445,0,0.08553231777109734,0
745,0,0.07198935733508288,0
1403,0,0.05526410832570632,0
352,0,0.428428181962017,1
598,0,0.07497234873765644,0
391,0,0.1078685441968899,1
163,0,0.18345587976611344,1
359,0,0.5393424537875205,1
1252,0,0.19597344422528176,1
1193,0,0.05883001199199065,0
303,0,0.31458005623492985,1
209,0,0.07862263967065798,0
1148,0,0.09789691784281318,1
339,0,0.05068430000763568,0
606,0,0.10977995584137679,1
91,0,0.15933772485125255,1
657,0,0.11326237402814056,1
1053,0,0.08677477012299382,0
1021,0,0.44328576060514746,1
1240,0,0.06364653323765788,0
117,0,0.11660615787508444,1
1045,0,0.09568721484744647,0
299,0,0.09932887220462445,1
975,0,0.10327306876835707,1
993,0,0.38315791462890525,1
1173,0,0.383446351112235,1
542,0,0.7134898594110366,1
1473,0,0.057589545844617944,0
165,0,0.42553234588217287,1
1052,0,0.054699264692725034,0
220,0,0.6102355440254199,1
1576,0,0.4368475382885479,1
1339,0,0.19169724215758296,1
1231,0,0.08418846173661677,0
10,0,0.07043680001132137,0
854,0,0.4149324214148129,1
814,1,0.3464406886132975,1
101,0,0.05189111480239,0
92,0,0.6274874566061291,1
1348,0,0.12156038358887444,1
699,0,0.12290208414707683,1
1277,0,0.2280849905923795,1
364,0,0.07290522099574237,0
840,0,0.4315758170157366,1
1276,0,0.1608071139000484,1
1532,0,0.0654611612285874,0
863,0,0.18528724444720923,1
1199,0,0.06790011746003878,0
1226,0,0.05750863095393199,0
109,0,0.08509883877073916,0
134,0,0.12422077342635186,1
1230,0,0.05934957363940194,0
1384,0,0.048497106535858876,0
60,0,0.08817028600607563,0
1531,0,0.06438641629840476,0
872,0,0.07607154547438372,0
288,0,0.5633183062975357,1
78,0,0.10640414450359781,1
68,0,0.07864502962975202,0
1286,0,0.07624096274154042,0
219,0,0.17980832506797628,1
1143,0,0.12898981431720571,1
659,0,0.11645120212488937,1
1061,0,0.2981141240010737,1
1241,0,0.08933448034353862,0
632,0,0.15815384386063897,1
1535,0,0.0682704099850416,0
942,0,0.3478973655109249,1
1675,0,0.06728672343424939,0
921,0,0.17086379538322127,1
343,0,0.15634055693874616,1
258,1,0.27477471853610175,1
952,0,0.12296669617434464,1
982,0,0.13207701613293812,1
974,0,0.14409962245539884,1
895,0,0.2291321186002695,1
3,0,0.06675562133044166,0
816,0,0.34043473646103983,1
152,0,0.3145746632494182,1
729,0,0.14377001163879463,1
579,1,0.7177027425893732,1
889,0,0.19703568322897325,1
808,0,0.2342857128776491,1
953,0,0.3070362480841593,1
